Title,URL,Category,Cleaned_Title
Buy Gift Cards,/gift-cards,Entertainment,buy gift cards
"Opinion
Assange is headed home. Will Aussies give him a hero’s welcome?",/2024/06/25/opinions/julian-assange-free-australia-home-bourke/index.html,News,opinion assange is headed home  will aussies give him a hero s welcome 
Glenn James/NBAE/Getty Images,https://bleacherreport.com/articles/10125108-2024-nba-draft-day-trades-that-make-sense-for-every-team?utm_source=cnn.com&utm_medium=referral&utm_campaign=editorial,News,glenn james nbae getty images
Python Tkinter,https://www.geeksforgeeks.org/python-tkinter-tutorial/?ref=outindfooter,Education,python tkinter
Our contributors rewatched the 2020 Biden-Trump debates for clues,/2024/06/24/opinions/biden-trump-2020-debate-comparison-2024-roundup-griffith/index.html,News,our contributors rewatched the 2020 biden trump debates for clues
Interface,https://www.geeksforgeeks.org/interfaces-in-java/?ref=outind,Education,interface
Privacy,https://help.netflix.com/legal/privacy,Entertainment,privacy
2024 Elections,https://www.cnn.com/election/2024,News,2024 elections
Python Conditional Statements,https://www.geeksforgeeks.org/python3-if-if-else-nested-if-if-elif-statements/?ref=outind,Education,python conditional statements
See all Computing,/computing,Education,see all computing
Practice Company Questions,https://practice.geeksforgeeks.org/company-tags/?ref=outind,Education,practice company questions
LSAT,/prep/lsat,Education,lsat
Help center,https://khanacademy.zendesk.com/hc/en-us,Education,help center
Buy Gift Cards,/gift-cards,Entertainment,buy gift cards
Ad Choices,https://netflix.com/adchoices,Entertainment,ad choices
"Gena Rowlands, star of ‘The Notebook,’ is living with Alzheimer’s",/2024/06/25/entertainment/gena-rowlands-alzheimers-wellness/index.html,News,gena rowlands  star of  the notebook   is living with alzheimer s
Sign In,/ca/login,Entertainment,sign in
McDonald’s pulls AI ordering from drive-thrus — for now,/2024/06/17/tech/mcdonalds-ai-drive-thru-program/index.html,News,mcdonald s pulls ai ordering from drive thrus   for now
How YouTube works,https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen,Entertainment,how youtube works
Trigonometry,https://www.geeksforgeeks.org/math-trigonometry/?ref=outind,Education,trigonometry
Harvard’s backtracking on DEI highlights a bigger problem,/2024/06/21/opinions/harvard-dei-initiatives-decline-gest/index.html,News,harvard s backtracking on dei highlights a bigger problem
Top 50 DP,https://www.geeksforgeeks.org/top-50-dynamic-programming-coding-problems-for-interviews/?ref=outindfooter,Education,top 50 dp
What does the prime minister do?Voters going to the polls on 4 July will decide who will be the next prime minister.,/news/uk-politics-48497953,News,what does the prime minister do voters going to the polls on 4 july will decide who will be the next prime minister 
"Britain's myth-shrouded, sacred wetlands",/travel/article/20240624-the-revival-of-britains-myth-shrouded-sacred-wetlands,News,britain s myth shrouded  sacred wetlands
Learners,/signup,Education,learners
Theory of Computation,https://www.geeksforgeeks.org/theory-of-computation-automata-tutorials/?ref=outind,Education,theory of computation
New Samsung Galaxy phones are coming — and you can reserve now to save $50,/cnn-underscored/electronics/reserve-new-samsung-galaxy-devices-july-2024,News,new samsung galaxy phones are coming   and you can reserve now to save  50
Media Center,https://media.netflix.com/,Entertainment,media center
ଓଡ଼ିଆ,https://or.khanacademy.org,Education,ଓଡ  ଆ
Complete System Design Tutorial,https://www.geeksforgeeks.org/system-design-tutorial/?ref=outind,Education,complete system design tutorial
Android Studio Tutorial,https://www.geeksforgeeks.org/android-studio-tutorial/?ref=outind,Education,android studio tutorial
Innovative Cities,https://www.cnn.com/business/tech/innovative-cities,News,innovative cities
Buy Gift Cards,/gift-cards,Entertainment,buy gift cards
The wild ceremonies of the Turkish 'meatball',/travel/article/20240531-the-wild-ceremonies-surrounding-a-turkish-meatball,News,the wild ceremonies of the turkish  meatball 
Test new features,/new,Entertainment,test new features
Corporate Information,https://help.netflix.com/legal/corpinfo,Entertainment,corporate information
Competitive Programming,https://www.geeksforgeeks.org/competitive-programming-a-complete-guide/?ref=outind,Education,competitive programming
FAQ,https://help.netflix.com/support/412,Entertainment,faq
Privacy,https://help.netflix.com/legal/privacy,Entertainment,privacy
Mensuration,https://www.geeksforgeeks.org/mensuration/?ref=outind,Education,mensuration
Github,https://www.geeksforgeeks.org/introduction-to-github/?ref=outind,Education,github
Netflix Shop,https://netflix.shop/,Entertainment,netflix shop
Test new features,/new,Entertainment,test new features
1-844-542-4813,tel:1-844-542-4813,Entertainment,1 844 542 4813
Israel-Gaza War,/news/topics/c2vdnvdg6xxt,News,israel gaza war
Copyright,https://www.youtube.com/about/copyright/,Entertainment,copyright
Investor Relations,http://ir.netflix.com/,Entertainment,investor relations
"Analysis
A show of temperance from Trump would frustrate Biden’s debate strategy",/2024/06/26/politics/biden-trump-contrast-debate-analysis/index.html,News,analysis a show of temperance from trump would frustrate biden s debate strategy
Our interns,/about/our-interns,Education,our interns
"Video
Bill Gates explains his vision for nuclear power
3:45",/2024/06/16/business/video/bill-gates-nuclear-power-gps-sot-digvid,News,video bill gates explains his vision for nuclear power 3 45
DSA for Beginners,https://www.geeksforgeeks.org/complete-guide-to-dsa-for-beginners/?ref=outindfooter,Education,dsa for beginners
Our team,/about/the-team,Education,our team
Terms,/t/terms,Entertainment,terms
ဗမာ,https://my.khanacademy.org,Education,ဗမ 
"The reason sharks attack humansDespite the recent spate of shark attacks, they are still relatively rare occurrences even though humans should be easy prey compared to fast-moving fish and seals.See more",/future/article/20190808-why-do-sharks-attack-humans,News,the reason sharks attack humansdespite the recent spate of shark attacks  they are still relatively rare occurrences even though humans should be easy prey compared to fast moving fish and seals see more
GIT,https://www.geeksforgeeks.org/git-tutorial/?ref=outind,Education,git
Molly Flores/CNN Underscored,/cnn-underscored/travel/best-travel-backpacks,News,molly flores cnn underscored
Creators,https://www.youtube.com/creators/,Entertainment,creators
Flask Interview Questions,https://www.geeksforgeeks.org/flask-interview-questions-and-answers/?ref=outind,Education,flask interview questions
Deep Learning Tutorial,https://www.geeksforgeeks.org/deep-learning-tutorial/?ref=outindfooter,Education,deep learning tutorial
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
Mexico,https://es.khanacademy.org,Education,mexico
All Cheat Sheets,https://www.geeksforgeeks.org/geeksforgeeks-master-sheet-list-of-all-cheat-sheets/?ref=outindfooter,Education,all cheat sheets
High school biology,/science/hs-biology,Education,high school biology
Beauty,https://www.cnn.com/style/beauty,News,beauty
Legal,https://www.geeksforgeeks.org/legal/?ref=outindfooter,Education,legal
Ways to Watch,/watch,Entertainment,ways to watch
Politics,https://www.cnn.com/politics,News,politics
Advertise,https://www.youtube.com/ads/,Entertainment,advertise
Test new features,/new,Entertainment,test new features
Legal,https://www.geeksforgeeks.org/legal/?ref=outindfooter,Education,legal
CPP,https://www.geeksforgeeks.org/explore?page=1&category=CPP&itm_source=geeksforgeeks&itm_medium=main_header_outIndia&itm_campaign=DSA_Header,Education,cpp
Netflix Shop,https://netflix.shop/,Entertainment,netflix shop
dansk,https://da.khanacademy.org,Education,dansk
Social Commentary,https://www.cnn.com/opinions/opinion-social-issues,News,social commentary
Buy Gift Cards,/gift-cards,Entertainment,buy gift cards
Privacy,https://help.netflix.com/legal/privacy,Entertainment,privacy
Human rights groups accuse Peru’s president of crimes against humanity in submission to ICC,/2024/06/25/americas/boluarte-allegations-icc-crimes-against-humanity-intl-latam/index.html,News,human rights groups accuse peru s president of crimes against humanity in submission to icc
Why a tiny Pacific island hosted Julian Assange hearing,/news/articles/cn00720gx5jo,News,why a tiny pacific island hosted julian assange hearing
How YouTube works,https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen,Entertainment,how youtube works
বাংলা,https://bn.khanacademy.org,Education,ব  ল 
US,https://www.cnn.com/us,News,us
Colin Murphey/Arkansas Democrat-Gazette/AP,/2024/06/23/us/arkansas-grocery-store-shooting-investigation/index.html,News,colin murphey arkansas democrat gazette ap
Cookie Preferences,#,Entertainment,cookie preferences
Scientists identify new Antarctic ‘tipping point’,/2024/06/25/climate/antarctic-ice-sheet-tipping-point-sea-level-rise-climate-intl/index.html,News,scientists identify new antarctic  tipping point 
FAQ,https://help.netflix.com/support/412,Entertainment,faq
Bucket Sort,https://www.geeksforgeeks.org/bucket-sort-2/?ref=outind,Education,bucket sort
Legal,https://www.geeksforgeeks.org/legal/?ref=outindfooter,Education,legal
Policy & Safety,https://www.youtube.com/about/policies/,Entertainment,policy   safety
Jobs,https://jobs.netflix.com/jobs,Entertainment,jobs
"•
          Video
        
2:03



Getty Images",/2024/06/18/weather/video/atlantic-hurricane-list-2024-dig-vid,News,            video          2 03    getty images
Java Collections,https://www.geeksforgeeks.org/collections-in-java-2/?ref=outind,Education,java collections
SCOTUS,https://www.cnn.com/politics/supreme-court,News,scotus
"Nude beach etiquette: Lose your clothes, not your manners",/travel/nude-beach-etiquette-naturism-rules/index.html,News,nude beach etiquette  lose your clothes  not your manners
Precalculus,/math/precalculus,Education,precalculus
Variables,https://www.geeksforgeeks.org/variables-in-java/?ref=outind,Education,variables
Creators,https://www.youtube.com/creators/,Entertainment,creators
Speed Test,https://fast.com,Entertainment,speed test
Developers,https://developers.google.com/youtube,Entertainment,developers
1-844-542-4813,tel:1-844-542-4813,Entertainment,1 844 542 4813
Hack-A-Thons,https://www.geeksforgeeks.org/events/rec/gfg-hackathon/?ref=outindfooter,Education,hack a thons
Legal Notices,https://help.netflix.com/legal/notices,Entertainment,legal notices
Netflix Shop,https://netflix.shop/,Entertainment,netflix shop
Personal finance,/college-careers-more/personal-finance,Education,personal finance
High Level Design or HLD,https://www.geeksforgeeks.org/what-is-high-level-design-learn-system-design/?ref=outind,Education,high level design or hld
What will we eat on the Moon?,/travel/article/20240525-what-will-we-eat-on-the-moon-the-food-is-literally-out-of-this-world,News,what will we eat on the moon 
FAQ,https://help.netflix.com/support/412,Entertainment,faq
Redeem Gift Cards,/redeem,Entertainment,redeem gift cards
"Federal judge rejects $30 billion settlement between Visa, Mastercard and retailers",/2024/06/25/business/federal-judge-denies-30-billion-settlement-visa-mastercard/index.html,News,federal judge rejects  30 billion settlement between visa  mastercard and retailers
Recursion,https://www.geeksforgeeks.org/introduction-to-recursion-data-structure-and-algorithm-tutorials/?ref=outind,Education,recursion
Speed Test,https://fast.com,Entertainment,speed test
Testing Interview Questions,https://www.geeksforgeeks.org/software-testing-interview-questions/?ref=outind,Education,testing interview questions
US history,/humanities/us-history,Education,us history
Get ready for 8th grade,/math/get-ready-for-8th-grade,Education,get ready for 8th grade
Moviestore/Shutterstock,/2024/06/25/entertainment/the-notebook-20th-anniversary/index.html,News,moviestore shutterstock
Java Tutorial,https://www.geeksforgeeks.org/java/?ref=outind,Education,java tutorial
AP®︎/College Computer Science Principles,/computing/ap-computer-science-principles,Education,ap   college computer science principles
Test new features,/new,Entertainment,test new features
Footage shows moment deadly S Korea factory fire breaks outTwenty-three people died in a lithium battery explosion and fire in a South Korea factory.17 hrs agoAsia,/news/videos/cgllkjexkrgo,News,footage shows moment deadly s korea factory fire breaks outtwenty three people died in a lithium battery explosion and fire in a south korea factory 17 hrs agoasia
Books,/culture/books,News,books
Media Center,https://media.netflix.com/,Entertainment,media center
Privacy,https://help.netflix.com/legal/privacy,Entertainment,privacy
